,0,1
0,2,0.2116020546948176
1,3,0.22504337952484152
2,4,0.21741954836627764
3,5,0.2239244536653897
4,6,0.21102808541654394
5,7,0.2096108037687455
6,8,0.19589999434986666
7,9,0.19147819961106521
8,15,0.18344814202755053
9,20,0.17705371851920657
