,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_ica__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
204,0.12011990547180176,0.0030457059883853494,0.001625823974609375,0.0015236364471825669,0.001,"(5, 5)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (5, 5), 'ica__n_components': 8}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
205,0.12953195571899415,0.006607380621145198,0.0008043766021728516,0.0016087532043457032,0.001,"(5, 5)",9,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (5, 5), 'ica__n_components': 9}",0.2163265306122449,0.2163265306122449,0.2163265306122449,0.21654749744637386,0.21654749744637386,0.21641486320947326,0.00010824013408542338,305,0.2164369576314446,0.2164369576314446,0.2164369576314446,0.21638173003317174,0.21638173003317174,0.21641486659213544,2.70558870975874e-05
206,0.12073249816894531,0.0016762993605939447,0.0007046699523925781,0.0014093399047851564,0.001,"(5, 5)",10,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (5, 5), 'ica__n_components': 10}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
207,0.145131254196167,0.003525033418304056,0.0015950679779052734,0.002046084856136556,0.001,"(22, 22)",2,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 2}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
208,0.17653989791870117,0.005404146229045809,0.0,0.0,0.001,"(22, 22)",3,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 3}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
209,0.15213308334350586,0.003903363922340701,0.0011087417602539062,0.0017527001049791897,0.001,"(22, 22)",4,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 4}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
210,0.14875240325927735,0.0031820663555965634,0.0020514965057373048,0.0025588583715542936,0.001,"(22, 22)",5,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 5}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
211,0.1626760482788086,0.01274169622261408,0.002311420440673828,0.002137222237568761,0.001,"(22, 22)",6,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 6}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
212,0.1620739459991455,0.002605497337218258,0.00010266304016113282,0.00020532608032226564,0.001,"(22, 22)",7,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 7}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
213,0.18872308731079102,0.007735961539520947,0.00030307769775390626,0.0006061553955078125,0.001,"(22, 22)",8,"{'NN__alpha': 0.001, 'NN__hidden_layer_sizes': (22, 22), 'ica__n_components': 8}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,5,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
