,clusters,wine_time,adult_time
0,2,5.0937488079071045,0.2187504768371582
1,3,8.735042095184326,0.2656247615814209
2,4,14.859438419342041,0.359375
3,5,21.328397750854492,0.3835916519165039
4,6,17.585778951644897,0.421875
5,7,20.54098129272461,0.43750715255737305
6,8,24.308497190475464,0.6146523952484131
7,9,27.86110758781433,0.7812530994415283
8,15,79.8315076828003,1.2187495231628418
9,20,86.74759578704834,1.3281188011169434
