,0,1
0,2,0.2118739365078119
1,3,0.21470731279647012
2,4,0.20076809427664832
3,5,0.20893190165113226
4,6,0.1920432990481521
5,7,0.1884172686146133
6,8,0.15402189449606826
7,9,0.13630254272131365
8,15,0.12246399109877477
9,20,0.12639361445149502
