,0,1,2,3,4,5,6,7,8,9
2,0.9804273334104734,0.9798432643819708,0.9801800140515045,0.9819365595231029,0.9771189560183235,0.9820184495830402,0.9807283481731418,0.9816664913296442,0.9823169491457808,0.9805294354085324
5,0.9518977478384654,0.9554475329008304,0.9517756089739217,0.9497589156919146,0.9488008645852094,0.9531550782638794,0.9497571075861699,0.9530209292977532,0.9522852732626358,0.9505833599223288
10,0.9055601737780049,0.9058110710824074,0.9057905131409847,0.9041857557851063,0.89768813678059,0.9080582000319162,0.9064822561752169,0.9032248287866065,0.9040607126743758,0.9072563741267725
20,0.8112623520554023,0.8152503219838633,0.8130122568403456,0.8105482047255371,0.815093226868464,0.8116964619657684,0.8132800459155156,0.811833482034679,0.8124331604225227,0.8062430585975745
30,0.7169190033062761,0.7187725116258182,0.7142436357814911,0.7159380162336748,0.7179185755433275,0.7132434949665859,0.7142599952213653,0.7195523303579595,0.722252946118961,0.7187147603857715
40,0.6245555278343476,0.6178877751984077,0.6214830385966184,0.6138925690254745,0.6227396978915561,0.6247110317534252,0.6222119009642447,0.6279894743047585,0.6184635091758796,0.6273256658779581
50,0.5304523722246925,0.5203968019512504,0.5210120773870741,0.5265616680988563,0.5274786893207719,0.5257839785646568,0.5320657235202322,0.5301834362325156,0.5304553546163241,0.5313441245111806
60,0.4381180456515636,0.42813737743148017,0.4325393162678398,0.43468257653138026,0.429888955935332,0.43058449202599275,0.43501218314677065,0.4402432465541871,0.42938564721374217,0.43529347342198743
