,clusters,wine_time,adult_time
0,2,7.953107833862305,0.21875429153442383
1,3,15.45090913772583,0.3303823471069336
2,4,13.95328426361084,0.3749990463256836
3,5,18.218919277191162,0.5625057220458984
4,6,27.713087797164917,0.6406247615814209
5,7,30.126266717910767,0.7812502384185791
6,8,39.8012011051178,0.7968761920928955
7,9,39.25611400604248,1.015625
8,15,62.383779764175415,1.5781269073486328
9,20,92.38773941993713,2.5736231803894043
