,0,1
0,2,0.2634478718990568
1,3,0.20321885396748676
2,4,0.11576361909545328
3,5,0.04853082927634812
4,6,0.0865760203862568
5,7,0.03498761005487962
6,8,0.02316759983048073
7,9,0.024071255960676725
8,15,0.004449626944072195
9,20,0.010998244098326462
