,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.1420008659362793,0.01029558835665033,0.0009999752044677734,0.0019999504089355464,0.1,"(8,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 2}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,87,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
1,0.2440216064453125,0.012009498536614214,0.0009990215301513671,0.0019980430603027343,0.1,"(8,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 3}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7824310520939735,0.7833809718252348,0.0004824266990572404,198,0.7835630423685553,0.7830525778458397,0.7835630423685553,0.7836182699668283,0.7790252615463128,0.7825644388192183,0.0017815180977768215
2,0.29268107414245603,0.026172313935511952,0.0,0.0,0.1,"(8,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 4}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,87,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
3,0.34656538963317873,0.03797906877575703,0.002013111114501953,0.002465627854094984,0.1,"(8,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 5}",0.7836734693877551,0.7836734693877551,0.7826530612244897,0.7844739530132788,0.7834525025536262,0.7835851367905268,0.0005816911117291965,87,0.7830525778458397,0.7835630423685553,0.7833078101071975,0.7823424342944628,0.7833631028323552,0.7831257934896821,0.0004241802716971796
4,0.380001163482666,0.027019880691730967,0.0,0.0,0.1,"(8,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 6}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,87,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
5,0.5489224433898926,0.0682550990931695,0.0,0.0,0.1,"(8,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 7}",0.7836734693877551,0.789795918367347,0.7653061224489796,0.7548518896833504,0.21654749744637386,0.662106982441813,0.2230461781664689,337,0.7835630423685553,0.7802450229709035,0.766972945380296,0.7711150803776473,0.21638173003317174,0.6636555642261148,0.22371715035670325
6,0.5104197502136231,0.049844144419100525,0.0009999275207519531,0.0019998550415039062,0.1,"(8,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 8}",0.786734693877551,0.7836734693877551,0.7755102040816326,0.7834525025536262,0.7834525025536262,0.782564311964067,0.003741322624703177,235,0.7838182746299133,0.7840735068912711,0.7827973455844819,0.7836182699668283,0.7836182699668283,0.7835851334078645,0.00042794139936746357
7,0.6340745449066162,0.08528278546967917,0.002990388870239258,0.00244171211722036,0.1,"(8,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 9}",0.786734693877551,0.7836734693877551,0.7857142857142857,0.7834525025536262,0.7895812053115424,0.7858309514087383,0.002244846264324602,51,0.7830525778458397,0.7838182746299133,0.7825421133231241,0.7836182699668283,0.7971421280939015,0.7860346727719213,0.00557167566575243
8,0.9159223079681397,0.0555215658882956,0.0,0.0,0.1,"(8,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 15}",0.7836734693877551,0.786734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7841976316864027,0.0012726966779899632,77,0.7807554874936192,0.7922409392547218,0.7833078101071975,0.7843837713702475,0.7836182699668283,0.7848612556385228,0.0038859557372719557
9,1.206361722946167,0.16679900477552997,0.00200037956237793,0.0024499548059143364,0.1,"(8,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (8,), 'km__n_clusters': 20}",0.7979591836734694,0.7806122448979592,0.7836734693877551,0.7834525025536262,0.7783452502553626,0.7848101265822784,0.006862962423858004,61,0.7993874425727412,0.7835630423685553,0.7782031648800408,0.7836182699668283,0.782597601428936,0.7854739042434203,0.0072362709911329825
10,0.40067219734191895,0.0041467183650354435,0.0008050918579101563,0.0016101837158203126,0.1,"(4,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (4,), 'km__n_clusters': 2}",0.7704081632653061,0.786734693877551,0.7836734693877551,0.7824310520939735,0.7752808988764045,0.7797060024499796,0.005977389160434409,285,0.7843287391526289,0.7807554874936192,0.7820316488004083,0.7823424342944628,0.7833631028323552,0.7825642825146949,0.0012129365904068783
