,0,1
0,2,0.22753383352192377
1,3,0.19731569079073286
2,4,0.22291350286266778
3,5,0.21909227523164557
4,6,0.20227002279726036
5,7,0.1928511945467952
6,8,0.18423534692010352
7,9,0.18501040983878128
8,15,0.159926923768218
9,20,0.15352501609146635
