,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.15008049011230468,0.01004292783063938,0.0009998798370361329,0.0019997596740722657,0.1,"(3,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 2}",0.2163265306122449,0.2163265306122449,0.2163265306122449,0.21654749744637386,0.21654749744637386,0.21641486320947326,0.00010824013408542338,280,0.2164369576314446,0.2164369576314446,0.2164369576314446,0.21638173003317174,0.21638173003317174,0.21641486659213544,2.70558870975874e-05
1,0.19494385719299318,0.06674874265637154,0.0,0.0,0.1,"(3,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 3}",0.2163265306122449,0.2163265306122449,0.2163265306122449,0.21654749744637386,0.7906026557711952,0.3311555737035525,0.22963561329501417,277,0.2164369576314446,0.2164369576314446,0.2164369576314446,0.21638173003317174,0.7846389385047206,0.33006630828644523,0.2272863161156064
2,0.23099761009216307,0.021309344185431865,0.0019994735717773437,0.002448846859503691,0.1,"(3,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 4}",0.7693877551020408,0.7836734693877551,0.7826530612244897,0.7834525025536262,0.7711950970377937,0.778072682727644,0.0063878911812049214,261,0.7723328228688107,0.7830525778458397,0.7830525778458397,0.7833631028323552,0.7772390916050013,0.7798080345995693,0.004385678748440498
3,0.2799950122833252,0.007753716002239776,0.0,0.0,0.1,"(3,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 5}",0.7836734693877551,0.7826530612244897,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7833809718252348,0.00037722055553258505,165,0.7802450229709035,0.7845839714139867,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7831257153374204,0.0014900586802817535
4,0.31299962997436526,0.031081925575529103,0.0,0.0,0.1,"(3,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 6}",0.2163265306122449,0.2163265306122449,0.2163265306122449,0.21654749744637386,0.21654749744637386,0.21641486320947326,0.00010824013408542338,280,0.2164369576314446,0.2164369576314446,0.2164369576314446,0.21638173003317174,0.21638173003317174,0.21641486659213544,2.70558870975874e-05
5,0.3760042190551758,0.06673804893373735,0.0019955158233642576,0.002444010107820499,0.1,"(3,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 7}",0.7826530612244897,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7783452502553626,0.782360146998775,0.002041514456345467,241,0.7802450229709035,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.785914774177086,0.7833808303703856,0.0018098032627153144
6,0.5700774669647217,0.03091171122062807,0.0009988784790039063,0.0019977569580078127,0.1,"(3,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 8}",0.7908163265306123,0.7836734693877551,0.7816326530612245,0.7814096016343207,0.7783452502553626,0.7831768068599428,0.00418255886955477,197,0.7733537519142419,0.7833078101071975,0.7827973455844819,0.7813217657565705,0.7787700944118398,0.7799101535548664,0.0036375468160356524
7,0.4509329319000244,0.021715508871752134,0.0,0.0,0.1,"(3,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 9}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,14,0.7835630423685553,0.7820316488004083,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7832788546942351,0.0006240918625661346
8,0.6660104751586914,0.04459622084462139,0.0,0.0,0.1,"(3,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 15}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.780388151174668,0.7834525025536262,0.7829726418946509,0.001294581435899228,206,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7805562643531513,0.7836182699668283,0.7829727322851291,0.0012084232825094647
9,0.8840030670166016,0.026511993301675717,0.0012049674987792969,0.0019383385964374168,0.1,"(3,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 20}",0.7836734693877551,0.7857142857142857,0.7826530612244897,0.7865168539325843,0.7834525025536262,0.7844017966516945,0.0014618253725408677,7,0.7835630423685553,0.7817764165390505,0.7820316488004083,0.786169941311559,0.7836182699668283,0.7834318637972804,0.0015652559671856811
10,0.15702457427978517,0.0074028745586408855,0.0009996414184570313,0.001999282836914062,0.1,"(1,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (1,), 'km__n_clusters': 2}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,14,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
