,0,1
0,2,0.2580093590005218
1,3,0.23270185267246463
2,4,0.239093208055389
3,5,0.2313163374191403
4,6,0.20598833226285274
5,7,0.20604733811517104
6,8,0.2067875192634931
7,9,0.20049657631752046
8,15,0.22099367158861152
9,20,0.20919858936797933
