,clusters,wine_time,adult_time
0,2,4.593745708465576,0.14061856269836426
1,3,7.052516222000122,0.2656240463256836
2,4,8.098889589309692,0.2656257152557373
3,5,9.422117710113525,0.3593754768371582
4,6,13.093752384185791,0.4218764305114746
5,7,20.016005516052246,0.5000019073486328
6,8,16.253886461257935,0.6093747615814209
7,9,21.224384546279907,0.7551677227020264
8,15,57.18808603286743,0.8437490463256836
9,20,53.625470876693726,1.640625
