0,3.7803354581364386
1,2.9687843848625333
2,2.594308247948639
3,2.3692379179409246
4,1.9002337856483762
5,1.8257417030356213
6,1.7084797581551001
7,1.5680694038499041
8,1.420246120610385
9,1.387375428562059
10,1.3111813410637712
11,1.3007288253312115
12,1.2612747197315177
13,1.2384687215422507
14,1.218707056030473
15,1.1845303254087618
16,1.1755038315574546
17,1.16653300053991
18,1.1395332607719486
19,1.1314658871213907
20,1.1256510239367912
21,1.1072937004909489
22,1.1016144762460234
23,1.0861882592984633
24,1.0820522694688472
25,1.077520748455296
26,1.0738385249820905
27,1.071139126844825
28,1.0635626877441557
29,1.059769685028926
30,1.0525046204624124
31,1.0471168354658624
32,1.0459861302746805
33,1.0416065139036785
34,1.0369555444473453
35,1.0326826680210255
36,1.0322128022822223
37,1.026000029964691
38,1.0219262950520378
39,1.0192537197089337
40,1.015182160408903
41,1.0105707106583903
42,1.0072566042377538
43,1.0059183906231317
44,1.0043149161849039
45,1.0035653814909453
46,1.003351618858833
47,1.0025224183727683
48,1.0018910577445987
49,1.0015596371584485
50,1.0013067369383235
51,1.000832583705538
52,1.0004369289973263
53,0.999633829600427
54,0.9995208089568116
55,0.9991238280658521
56,0.9981049030364183
57,0.9973215328060621
58,0.9962166134599904
59,0.9946753872314221
60,0.9936509158379297
61,0.9920152595179323
62,0.9897828975630384
63,0.9884596467324847
64,0.9869163543252457
65,0.9831168057070074
66,0.979094653343257
67,0.9777856843000975
68,0.974685370308411
69,0.9722468773977821
70,0.9703290893597178
71,0.9664116118396205
72,0.9620920945307836
73,0.9598013346435167
74,0.9570765999915279
75,0.9488380007890463
76,0.9325386992013855
77,0.9277578049094711
78,0.9185297388851468
79,0.9160335919865713
80,0.9111119753394893
81,0.9024880289350107
82,0.8781313918343989
83,0.8690932659724305
84,0.8557169853073922
85,0.82649398081364
86,0.8057933587222549
87,0.7888481808112694
88,0.7348334516265205
89,0.7051475599248624
90,0.6608178285607995
91,0.6214655420016781
92,0.5994606888470472
93,0.4990026297409332
94,0.45463731416176156
95,0.4002688576524379
96,0.2814112287185154
97,0.011364119128110866
98,1.3416891361404395e-28
99,1.5588738506687982e-30
100,1.0283887499647607e-30
101,9.941380620082713e-31
102,6.217926578339278e-31
103,4.065488872035073e-31
104,1.8909737879375416e-31
105,1.5120590631583572e-31
