,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.19499855041503905,0.021213295698849034,0.0010001182556152344,0.0020002365112304693,0.1,"(3,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 2}",0.2163265306122449,0.2163265306122449,0.2163265306122449,0.21654749744637386,0.21654749744637386,0.21641486320947326,0.00010824013408542338,281,0.2164369576314446,0.2164369576314446,0.2164369576314446,0.21638173003317174,0.21638173003317174,0.21641486659213544,2.70558870975874e-05
1,0.32627668380737307,0.020531431702720353,7.781982421875e-05,0.0001556396484375,0.1,"(3,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 3}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,25,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7831079356978821,0.7836182699668283,0.7834830665540753,0.00018878109799106303
2,0.2899796962738037,0.01730107741007156,0.00019998550415039061,0.0003999710083007812,0.1,"(3,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 4}",0.7826530612244897,0.7775510204081633,0.7785714285714286,0.7814096016343207,0.7640449438202247,0.7768476929358922,0.0066602052058917435,261,0.7833078101071975,0.7743746809596733,0.7787136294027565,0.785914774177086,0.7713702475121205,0.7787362284317668,0.005398373088418498
3,0.34857873916625975,0.02714272991308062,0.0,0.0,0.1,"(3,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 5}",0.7836734693877551,0.7836734693877551,0.7785714285714286,0.7834525025536262,0.7834525025536262,0.782564311964067,0.001999394487027175,225,0.7835630423685553,0.7835630423685553,0.7787136294027565,0.7836182699668283,0.7836182699668283,0.7826152508147046,0.0019509670494566311
4,0.3721407413482666,0.048426010403496346,0.0,0.0,0.1,"(3,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 6}",0.2163265306122449,0.2163265306122449,0.2163265306122449,0.21654749744637386,0.21654749744637386,0.21641486320947326,0.00010824013408542338,281,0.2164369576314446,0.2164369576314446,0.2164369576314446,0.21638173003317174,0.21638173003317174,0.21641486659213544,2.70558870975874e-05
5,0.4006974220275879,0.01640406970645039,0.0010011672973632812,0.0020023345947265624,0.1,"(3,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 7}",0.7846938775510204,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7837893017558187,0.00046306914613844383,11,0.7838182746299133,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.783636179860136,9.43379235368768e-05
6,0.5216818809509277,0.06746744346310918,0.0010004043579101562,0.0020008087158203125,0.1,"(3,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 8}",0.2163265306122449,0.7816326530612245,0.2163265306122449,0.7732379979570991,0.21654749744637386,0.4407921600653328,0.2748591909283909,277,0.2164369576314446,0.781010719754977,0.2164369576314446,0.7782597601428936,0.21638173003317174,0.44170522503878634,0.2759200738789032
7,0.4993875980377197,0.0211432975864409,0.002001380920410156,0.0024511816858514657,0.1,"(3,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 9}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.763023493360572,0.7795018374846876,0.008236462367878164,254,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.782597601428936,0.7833809997002861,0.0003922827118676296
8,0.7607186317443848,0.03716220410017195,0.0,0.0,0.1,"(3,)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 15}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,25,0.7835630423685553,0.7835630423685553,0.7738642164369577,0.7836182699668283,0.7836182699668283,0.781645368221545,0.0038906542883194724
9,0.964057207107544,0.06171981027666615,0.0013995170593261719,0.0018540545712482479,0.1,"(3,)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,), 'km__n_clusters': 20}",0.7969387755102041,0.7775510204081633,0.7836734693877551,0.7834525025536262,0.7722165474974464,0.7827684769293589,0.008254384160270037,212,0.7840735068912711,0.7598264420622767,0.7822868810617662,0.7836182699668283,0.773156417453432,0.7765923034871148,0.009280735372323377
10,0.20163288116455078,0.020109525797658456,0.0004057884216308594,0.0008115768432617188,0.1,"(1,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (1,), 'km__n_clusters': 2}",0.7836734693877551,0.7836734693877551,0.7836734693877551,0.7834525025536262,0.7834525025536262,0.7835851367905268,0.00010824013408538259,25,0.7835630423685553,0.7835630423685553,0.7835630423685553,0.7836182699668283,0.7836182699668283,0.7835851334078645,2.705588709761459e-05
