,0,1
0,2,0.2602016432298333
1,3,0.2539360539202867
2,4,0.2652058984612234
3,5,0.2413095266255185
4,6,0.23367729701696957
5,7,0.2403882088313794
6,8,0.23774799734958604
7,9,0.23216893520734094
8,15,0.23763555892239235
9,20,0.23512574801267855
