,Adult log-likelihood,Wine log-likelihood
2,4.707148975371452,-8.519479473093718
3,10.361956355957656,-8.318783966480192
4,14.212143333393655,-7.982634891973376
5,17.34283311642948,-7.899726699914424
6,24.217918880990805,-7.8195941193213745
7,27.36446070381806,-7.653672050106327
8,29.768142480281725,-7.599998394173531
9,30.559289659710224,-7.528550935982976
15,40.516442259303574,-7.351582485193888
20,45.054879087931056,-7.165221948027998
