,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__activation,param_NN__alpha,param_NN__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.07501025199890136,0.006250476849890158,0.0,0.0,relu,10.0,"(8,)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (8,)}",0.7874818049490538,0.7915451895043731,0.7357664233576642,0.7912408759124088,0.7970802919708029,0.780630105017503,0.022627861025947472,140,0.7971543232396936,0.787381473377097,0.7510025519504192,0.7925628873496172,0.7881881152023332,0.7832578702238321,0.016500980125835046
1,0.08438653945922851,0.018752670305060753,0.0,0.0,relu,10.0,"(4,)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (4,)}",0.7161572052401747,0.7653061224489796,0.7649635036496351,0.781021897810219,0.7854014598540145,0.7625437572928822,0.02462824141056895,195,0.7479022254651587,0.7490882567469,0.7739701057236602,0.7798031352533722,0.7874589865111192,0.7676445419400422,0.016214506728010808
2,0.0437558650970459,0.0062509060533466245,0.0031255245208740234,0.006251049041748047,relu,10.0,"(16,)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (16,)}",0.7903930131004366,0.7594752186588921,0.7897810218978102,0.7635036496350365,0.7591240875912408,0.7724620770128354,0.014481330858769447,193,0.7843852608537031,0.774617067833698,0.7838133430550492,0.7706890266131973,0.7644914327378782,0.7755992262187051,0.0076566819351513524
3,0.10618019104003906,0.006419658708703435,0.0,0.0,relu,10.0,"(8, 8)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (8, 8)}",0.7714701601164483,0.7798833819241983,0.781021897810219,0.7839416058394161,0.7854014598540145,0.780338389731622,0.0048593017529660245,142,0.7811017876687341,0.7833698030634574,0.7816259569814072,0.7834487787094422,0.7830842143638352,0.7825261081573751,0.0009709362053038563
4,0.015627145767211914,4.264961199760036e-07,0.0,0.0,relu,10.0,"(4, 4)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (4, 4)}",0.7831149927219796,0.782798833819242,0.7839416058394161,0.7839416058394161,0.7839416058394161,0.7835472578763127,0.0004927114278503421,48,0.7836556001459322,0.7837345003646973,0.7834487787094422,0.7834487787094422,0.7834487787094422,0.7835472873277911,0.00012320083719547382
5,0.031255149841308595,1.8443183523000446e-06,0.0,0.0,relu,10.0,"(16, 16)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (16, 16)}",0.7816593886462883,0.7813411078717201,0.7839416058394161,0.7839416058394161,0.7839416058394161,0.7829638273045507,0.001200452581878049,104,0.7832907697920467,0.7833698030634574,0.7827196500182282,0.7827196500182282,0.7827196500182282,0.7829639045820378,0.00030019171159722646
6,0.059382057189941405,0.00625042949084174,0.0,0.0,relu,10.0,"(8, 8, 8)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (8, 8, 8)}",0.784570596797671,0.782798833819242,0.7839416058394161,0.7854014598540145,0.7839416058394161,0.7841306884480747,0.0008548303696008712,47,0.7840204304998176,0.7851932895696572,0.7834487787094422,0.7852716004374772,0.7827196500182282,0.7841307498469245,0.0009898473063661005
7,0.1468945026397705,0.028984155894437487,0.0,0.0,relu,10.0,"(4, 4, 4)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (4, 4, 4)}",0.784570596797671,0.782798833819242,0.7839416058394161,0.7883211678832117,0.7854014598540145,0.7850058343057176,0.0018618970288715165,46,0.79423568040861,0.7724288840262582,0.7936565803864382,0.7907400656215822,0.7907400656215822,0.7883602552128941,0.008095767593296424
8,0.08438687324523926,0.007655570413181004,0.0062506675720214845,0.00765547305160703,relu,10.0,"(16, 16, 16)","{'NN__activation': 'relu', 'NN__alpha': 10.0, 'NN__hidden_layer_sizes': (16, 16, 16)}",0.7831149927219796,0.782798833819242,0.7562043795620438,0.781021897810219,0.7839416058394161,0.7774212368728122,0.010645308605168371,173,0.7832907697920467,0.7837345003646973,0.7666788188115202,0.7787094422165513,0.7830842143638352,0.7790995491097301,0.006470755530230569
9,0.07188625335693359,0.007656446916027773,0.0,0.0,relu,3.1622776601683795,"(8,)","{'NN__activation': 'relu', 'NN__alpha': 3.1622776601683795, 'NN__hidden_layer_sizes': (8,)}",0.7947598253275109,0.7798833819241983,0.7781021897810219,0.7868613138686131,0.8043795620437956,0.7887981330221704,0.009754517263056647,40,0.7989784750091208,0.7848285922684172,0.7900109369303682,0.8027706890266132,0.7983959168793292,0.7949969220227697,0.006574075767482245
10,0.08751063346862793,0.02119742484578386,0.0,0.0,relu,3.1622776601683795,"(4,)","{'NN__activation': 'relu', 'NN__alpha': 3.1622776601683795, 'NN__hidden_layer_sizes': (4,)}",0.7729257641921398,0.7667638483965015,0.7912408759124088,0.7897810218978102,0.743065693430657,0.7727537922987164,0.017593679837515825,191,0.7869390733309012,0.7563822027716995,0.7918337586584032,0.7918337586584032,0.7466277798031352,0.7747233146445085,0.019289970511865193
