,2,3,4,5,6,7,8,9,15,20
GMM,0.7607182343065395,0.7607182343065395,0.7608206052168216,0.791347610662954,0.7879284222595307,0.7872323000696122,0.7977355554645592,0.8075426886695877,0.8145448589328856,0.8180459440645346
Kmeans,0.7607182343065395,0.7607182343065395,0.7607182343065395,0.7657139347283076,0.7821547029196184,0.7842225953073175,0.7956881372589165,0.7818066418246591,0.8124155439990173,0.8125793374554686
