,0,1,2,3,4
50,0.3477564102564103,0.42245989304812825,0.42245989304812825,0.42245989304812825,0.42245989304812825
100,0.4456327985739751,0.44393708777270424,0.44393708777270424,0.44393708777270424,0.44393708777270424
342,0.5057391304347827,0.5064892775736148,0.5064892775736148,0.5064892775736148,0.5064892775736148
685,0.5003956177723677,0.4977586897726134,0.5033881840737793,0.5033881840737793,0.5033881840737793
1028,0.4944405759964349,0.5,0.5063927831409787,0.5063927831409787,0.5063927831409787
1371,0.4994197074826537,0.49906803355079216,0.5037294294989272,0.4990627928772256,0.4990627928772256
1714,0.49962714392244595,0.49962714392244595,0.49909809242557257,0.5,0.5
2056,0.49969021065675345,0.49938080495356035,0.4993804213135069,0.4990683229813664,0.4990683229813664
2399,0.4997343251859724,0.4997344662772172,0.49946893255443436,0.49946893255443436,0.49946723494938716
