,0,1,2,3,4
50,0.673076923076923,0.6827094474153296,0.6827094474153296,0.6827094474153296,0.6827094474153296
100,0.5993761140819965,0.6225266362252664,0.6225266362252664,0.6225266362252664,0.6225266362252664
342,0.6992173913043479,0.5363073917290785,0.5363073917290785,0.5363073917290785,0.5363073917290785
685,0.5996652465003044,0.5108058699789642,0.5231496652778427,0.5231496652778427,0.5231496652778427
1028,0.5350722780826114,0.5113472411776174,0.541910295412486,0.541910295412486,0.541910295412486
1371,0.5761150351919333,0.5883694965504732,0.5300183891366488,0.5355321733339907,0.5355321733339907
1714,0.6193469320842155,0.6036429938043916,0.6099030249820416,0.5762022659167026,0.5762022659167026
2056,0.5913570174995935,0.6441622262940264,0.629142906805273,0.627636966270228,0.627636966270228
2399,0.6062354957995629,0.6239198541005405,0.6187162164943785,0.6073677374468418,0.6023092609262762
