,0,1
0,2,0.21442808761254997
1,3,0.14432327033613912
2,4,0.15897315629325223
3,5,0.14378826525935276
4,6,0.1479002783773011
5,7,0.1258126770059428
6,8,0.12857778215629
7,9,0.12838778573042353
8,15,0.11228963405008319
9,20,0.11221923695694772
