,Adult log-likelihood,Wine log-likelihood
2,-79.47169287941603,-11.972963796011882
3,-43.67030645342866,-11.508137962559434
4,-36.150076466117184,-11.170861178397596
5,51.158821044442206,-11.175565095272301
6,143.63488810723243,-11.034259560720553
7,137.0442976706012,-10.787808109619053
8,172.24707933609116,-10.756576105984674
9,183.1575332102932,-10.713810235819937
15,244.5482354786319,-10.311006233134
20,230.42811056338817,-10.06256033643411
