,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,4.200215768814087,1.2620047079412768,0.005713367462158203,0.001585813857929077,0.1,"(6,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (6,)}",0.8539256832838571,0.8542327771522162,0.8586199836199836,0.8557534807534808,0.8508394758394758,0.8546742557634822,0.0025374418258137642,1,0.8625393494228751,0.8609781690681545,0.8597532886318268,0.8594717715104673,0.8550442749654502,0.8595573707197547,0.0025029825917533633
1,4.286386251449585,0.4522935852416057,0.0038162708282470704,0.0011019477755199317,0.1,"(3,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3,)}",0.8502405568635479,0.8472719828027434,0.854013104013104,0.8530917280917281,0.8500204750204751,0.8509274804471562,0.002402601129275769,27,0.855296496301794,0.8552197169400865,0.8538414290832779,0.8560679735885756,0.854250908532528,0.8549353048892524,0.0007948899905740268
2,3.0938616752624513,0.6841694079580548,0.0060764789581298825,0.0024496782347768293,0.1,"(12,)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (12,)}",0.8497287337496161,0.8543351417750026,0.8556511056511057,0.8520679770679771,0.8525798525798526,0.8528725277425167,0.0020236861673257156,16,0.8588795331814808,0.8633839224016584,0.8545068331883093,0.8618518708092338,0.861519168756718,0.86002826566748,0.0031181585206207047
3,3.614076566696167,0.9945313280906725,0.006357574462890625,0.0011217154201348955,0.1,"(6, 6)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (6, 6)}",0.8517760262053434,0.8511618384686253,0.8566748566748567,0.8520679770679771,0.8528869778869779,0.8529134761066295,0.001960879422116225,14,0.8608246103447393,0.8584956363729429,0.8579874085069356,0.8554281619491222,0.8562727133132005,0.8578017060973882,0.0018775252572874978
4,3.975831460952759,1.1066989309320425,0.0050948143005371095,0.001115574206842983,0.1,"(3, 3)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3, 3)}",0.8487050875217524,0.8510594738458389,0.8548321048321048,0.8515561015561015,0.8482800982800983,0.8508865320830433,0.002349354554605351,29,0.8537353159470734,0.854349550840734,0.8521011414239648,0.853483134565184,0.8535855044274966,0.8534509294408906,0.0007388465866257787
5,4.358871078491211,0.42026304455574465,0.0076542854309082035,0.0022860504769187935,0.1,"(12, 12)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (12, 12)}",0.8522878493192753,0.8519807554509161,0.8583128583128583,0.8528869778869779,0.8564701064701065,0.8543876172146923,0.0025376340263769015,3,0.8626673150257211,0.8635630742456428,0.8610840968418898,0.8612120591697804,0.8616727235501869,0.8620398537666443,0.000943123326923063
6,5.183403635025025,1.4961084947481198,0.007395648956298828,0.0016976447930472074,0.1,"(6, 6, 6)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (6, 6, 6)}",0.8513665677141979,0.8477838059166752,0.8547297297297297,0.852989352989353,0.8527846027846028,0.8519307153679211,0.002332385841571463,20,0.8584188570112353,0.8559875105571623,0.8626452372421559,0.8615959461534525,0.8592926242514204,0.8595880350430853,0.0023578046438525024
7,3.5864766597747804,0.24264766650157849,0.004339361190795898,0.001348672081999077,0.1,"(3, 3, 3)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (3, 3, 3)}",0.8504452861091207,0.8499334629951889,0.8555487305487306,0.8521703521703522,0.8505323505323505,0.8517259735473568,0.0020537072343886544,21,0.8557315793514704,0.8550917513372406,0.8532016174438245,0.855018682499872,0.8548651277064032,0.8547817516677622,0.0008435857244522394
8,5.157290315628051,1.2294308055764565,0.010417652130126954,0.000665264952369898,0.1,"(12, 12, 12)","{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (12, 12, 12)}",0.8548469648889344,0.8512642030914116,0.8571867321867321,0.8527846027846028,0.8513513513513513,0.8534867532042095,0.002259750214223979,5,0.8628976531108438,0.8640493435364573,0.8599580283564519,0.8591646619235297,0.8643599324358908,0.8620859238726346,0.002132920382072004
9,3.4043883800506594,1.5449642169465343,0.004828977584838867,0.000688508463588226,0.01,"(6,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (6,)}",0.8514689323369843,0.8496263691268298,0.8539107289107289,0.8509418509418509,0.8502252252252253,0.8512345931780025,0.0014769798460425687,25,0.8599032580042485,0.8602615616922171,0.854046168807903,0.8542253160669498,0.8552234222244971,0.8567319453591631,0.0027672240057914762
10,3.916453981399536,0.7455468780641435,0.004564762115478516,0.00117175089857628,0.01,"(3,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (3,)}",0.8411301054355614,0.8323267478759341,0.852989352989353,0.8517608517608518,0.851965601965602,0.8460341509356701,0.008103121174017106,36,0.8456734829677782,0.8402221482865406,0.8539949838767467,0.855965603726263,0.8557608640016379,0.8503234165717934,0.00630139699440669
11,3.612121820449829,0.7771137296898921,0.004865169525146484,0.0006918260233872632,0.01,"(12,)","{'NN__alpha': 0.01, 'NN__hidden_layer_sizes': (12,)}",0.8531067663015662,0.8539256832838571,0.8543202293202293,0.8527846027846028,0.8523751023751024,0.8533024855657017,0.0007198143548290636,9,0.8625393494228751,0.8624625700611676,0.8543532783948405,0.8617495009469213,0.8620310180682808,0.8606271433788171,0.003150150966311951
