,0,1,2,3,4
50,0.5881410256410257,0.7183600713012478,0.7183600713012478,0.7183600713012478,0.7183600713012478
100,0.5637254901960785,0.6146626078132928,0.6146626078132928,0.6146626078132928,0.6146626078132928
342,0.5495652173913044,0.5888263478624924,0.5888263478624924,0.5888263478624924,0.5888263478624924
685,0.5382227632379795,0.5717156666332764,0.5658969617527269,0.5658969617527269,0.5658969617527269
1028,0.5311951647494639,0.549449906693034,0.5954646828388702,0.5954646828388702,0.5954646828388702
1371,0.5539204063295563,0.5712219393658876,0.5537944795061203,0.5696677847383217,0.5696677847383217
1714,0.5589542436619465,0.589865311989572,0.575205523186208,0.5689630306235277,0.5689630306235277
2056,0.5516563216650687,0.5538819036386485,0.556476980268802,0.5645308191516029,0.5645308191516029
2399,0.5536498683445118,0.5605252215868625,0.5926882510590472,0.5898605227515057,0.6004501966739947
