,2,3,4,5,6,7,8,9,15,20
GMM,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7944058799510004,0.8037974683544303,0.7966516945692119,0.7895059207839935,0.8019599836668028
Kmeans,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7835851367905268,0.7893017558187015,0.7995100040832993
