,0,1
0,2,0.24864755633463378
1,3,0.08175353460418562
2,4,0.048378938273710786
3,5,0.03187844462731238
4,6,0.03108012311281952
5,7,0.02182724351702501
6,8,0.030827794746204513
7,9,0.02459772422187576
8,15,0.012509046155316245
9,20,-0.006024057835690547
